,ada,gpr,nn,rf,svr,xgb
0,2.43686570654,3.40568061411,4.05926826907,1.77508206828,3.74584870287,1.46109421575
1,2.17862908724,1.89829807325,4.29036478342,1.28112106732,3.13714379218,0.950240073366
2,1.8858333297,0.845999973062,3.60142864133,0.794630577552,1.87852630409,0.643287283989
3,1.66427165345,0.628638204236,3.66116322666,0.523995643671,1.3842219301,0.366272520972
4,1.7006086699,1.11404924266,3.91507606997,0.544972384123,1.26338084028,0.447767954453
5,1.65696215025,0.346746670666,3.85341268693,0.373867657314,0.614268736145,0.320073193139
6,1.62274999767,0.453918603216,3.963356998,0.449738462909,0.635024250986,0.374016937019
